Price,Close,High,Low,Open,Volume
Ticker,TD.TO,TD.TO,TD.TO,TD.TO,TD.TO
Date,,,,,
2020-01-02,57.946807861328125,57.99416701667758,57.560076551433816,57.78106587137342,2207900
2020-01-03,57.89942932128906,57.94678243435267,57.54426893030253,57.67844009831924,3472900
2020-01-06,57.907352447509766,57.986276349218535,57.583756622543774,57.61532738752883,8359000
2020-01-07,57.84419250488281,58.17567639944808,57.78894518912193,58.0178286462758,3622600
2020-01-08,58.294071197509766,58.56241360969641,57.79684530471935,57.867874994472366,6465500
2020-01-09,58.34988021850586,58.69269297248841,58.2462353341379,58.557157822349254,2853100
2020-01-10,58.19839096069336,58.365810259590994,58.062861920982655,58.341894085812044,5958500
2020-01-13,58.310028076171875,58.34989243734529,57.967215250402134,58.198415163823356,7879600
2020-01-14,58.07880783081055,58.35784001399964,58.078807830810554,58.35784001399964,5011200
2020-01-15,58.50932312011719,58.509323120117195,57.9193684331085,58.04692340863518,5912400
2020-01-16,58.9637451171875,59.115222343599115,58.493377430355544,58.597016221747594,3000000
2020-01-17,59.0913200378418,59.30657175739621,58.9318686877579,59.0355135859242,2928500
2020-01-20,59.15509033203125,59.32251575844754,59.0355094309434,59.09928388404137,1480200
2020-01-21,58.9637451171875,59.09927417111071,58.764435538201965,59.067383908579544,2616900
2020-01-22,59.10724639892578,59.32250414363166,58.684711077952954,58.88402065067187,2429300
2020-01-23,59.13117980957031,59.13915389788802,58.78039899540499,59.003624808723075,2839300
2020-01-24,59.15509033203125,59.426154566872555,58.97172889539878,59.23481904268535,3647200
2020-01-27,58.979698181152344,59.02753053769324,58.405685572877005,58.50932437286433,2243800
2020-01-28,59.13117980957031,59.25076680454706,58.92390217288765,59.13915389788802,2372700
2020-01-29,59.011592864990234,59.56168939288475,58.99565077078842,59.24279276682348,2551800
2020-01-30,58.81227493286133,59.01955862291088,58.51730061340821,58.76444257456004,2310000
2020-01-31,58.310028076171875,58.628924718216574,58.11869252392407,58.557170084593935,3388700
2020-02-03,58.28609848022461,58.78038846577514,58.28609848022461,58.42162754511155,2208100
2020-02-04,59.306556701660156,59.609505066241596,58.86807320330299,58.87604728939463,4262000
2020-02-05,59.96828079223633,60.09583578904277,59.67330035829793,59.7051906281113,3680500
2020-02-06,60.37485885620117,60.39080094585145,60.05596232118612,60.191491371772734,2393200
2020-02-07,60.390804290771484,60.58213978939999,60.07190773809343,60.207436796186705,2216900
2020-02-10,60.255271911621094,60.4067430518991,60.11176877494764,60.151627040306906,1769300
2020-02-11,60.271209716796875,60.57416414070786,60.20742919782139,60.28715788776328,1949000
2020-02-12,60.07191467285156,60.47053388910466,60.00016613350034,60.47053388910466,2401600
2020-02-13,59.768959045410156,59.98421071993431,59.561675374888,59.80881731275755,2287400
2020-02-14,60.02409362792969,60.063951907600426,59.69722288941211,59.77695161364896,1529000
2020-02-18,60.03205871582031,60.199478063209526,59.69721393859512,59.79288474386614,2899600
2020-02-19,60.271209716796875,60.34296432125555,59.89650677087227,60.135680675807784,1980400
2020-02-20,60.57416534423828,60.669830042157166,60.23932065418662,60.32701734890906,2936700
2020-02-21,60.40674591064453,60.6698360207375,60.19946832309776,60.42269408349939,2365300
2020-02-24,59.641395568847656,59.81678896889834,59.04346684091794,59.354389292845745,3617100
2020-02-25,58.58903884887695,59.65734129518338,58.29406458129053,59.5457284238082,4601500
2020-02-26,58.278114318847656,59.13115899515054,58.23028197067304,58.51728822461093,4261700
