Price,Close,High,Low,Open,Volume
Ticker,CM.TO,CM.TO,CM.TO,CM.TO,CM.TO
Date,,,,,
2020-01-02,41.47958755493164,41.56773434992207,41.2956243224357,41.56390099066272,1896000
2020-01-03,41.34161376953125,41.3569442817965,41.06567039674921,41.20364208314023,1918600
2020-01-06,41.21513748168945,41.34927580330444,41.08866295388271,41.146151641430876,3684400
2020-01-07,41.13466262817383,41.44509750876616,41.111665394206355,41.253470461685126,1965000
2020-01-08,41.37227249145508,41.50641374479169,41.21513985536962,41.21513985536962,3719600
2020-01-09,41.249629974365234,41.732530868286474,41.249629974365234,41.56006772531269,3672400
2020-01-10,41.31095504760742,41.43359622856901,41.165319558964406,41.24963299512842,2924800
2020-01-13,41.44892501831055,41.4527583774302,41.10399579744878,41.31861712420887,7989200
2020-01-14,41.21897888183594,41.53707755686631,41.20364836723258,41.53324712121298,3132600
2020-01-15,41.46809005737305,41.50258444486076,41.142324675971565,41.19981337245337,2186200
2020-01-16,41.62139892578125,41.66739047511696,41.506424438437534,41.556246423886776,2334800
2020-01-17,41.68653869628906,41.83217709604121,41.571564244059424,41.72869687263877,2500600
2020-01-20,41.85134506225586,41.85134506225586,41.59073216656284,41.62905991439737,2371400
2020-01-21,41.44509506225586,41.84751300696991,41.41826739420802,41.77469379769871,2930200
2020-01-22,41.66738510131836,41.790026293066305,41.34161970986257,41.433599872674364,2343200
2020-01-23,41.759368896484375,41.759368896484375,41.448933992494105,41.61756381831754,1811800
2020-01-24,41.75553512573242,41.85901537537572,41.62139676878452,41.77086564138317,3184600
2020-01-27,41.68271255493164,41.7057068629469,41.3186194420435,41.391438649420415,4760200
2020-01-28,41.94715881347656,41.95482553268409,41.67504876154224,41.740204178819646,3144600
2020-01-29,41.87434387207031,42.17328160285443,41.816855172151044,41.966324037543096,2603400
2020-01-30,41.82451629638672,41.91649937998153,41.57540348597463,41.74786665072093,1791000
2020-01-31,41.360782623291016,41.70187854540625,41.23047763012196,41.6980481096049,2942400
2020-02-03,41.31095504760742,41.65205092353174,41.30712168832838,41.44126002313069,2330200
2020-02-04,41.506412506103516,41.87050266401824,41.48341527604843,41.7018699555965,3070800
2020-02-05,41.866676330566406,41.98931752345432,41.7057103131504,41.774696166899645,2754000
2020-02-06,42.253761291503906,42.253761291503906,41.98548461163264,41.98548461163264,3892200
2020-02-07,42.18095016479492,42.25760274801467,42.027650846349566,42.11963102221619,1730200
2020-02-10,42.184776306152344,42.307417494320084,42.027643654435806,42.062135117984596,1713000
2020-02-11,42.35340881347656,42.460719487058995,42.26909244880564,42.28058960326139,2877600
2020-02-12,42.357234954833984,42.533534385271,42.28824911109662,42.44538467005249,2568600
2020-02-13,42.395565032958984,42.44922036726604,42.16561025850428,42.1886074903476,1636800
2020-02-14,42.1771125793457,42.50671132132887,42.12728767769923,42.39173392798718,1678400
2020-02-18,41.82451629638672,42.1042930586603,41.65588649112267,42.073632030795366,5271000
2020-02-19,41.79002380371094,42.02380901842878,41.75936277660121,41.87050680687661,2138000
2020-02-20,41.866676330566406,42.07363389181413,41.65205497401173,41.78235996220659,2866200
2020-02-21,41.83984375,41.90116580124455,41.65588344425901,41.82068280198333,2105400
2020-02-24,41.19981002807617,41.483417203969076,41.119327029133444,41.3761065387121,4124800
2020-02-25,40.63259506225586,41.26113442477232,40.30299925337036,41.19981237028428,4914800
2020-02-26,41.03500747680664,41.406764341077825,40.54827616185111,40.57510382607707,5219000
2020-02-27,40.14203643798828,40.84722555205406,39.87759307871093,40.62110409667535,4420800
2020-02-28,39.153236389160156,39.555651399982764,38.662668733496275,39.456004525113926,8114800
2020-03-02,39.643798828125,39.76644000394921,38.739319059922884,38.90411841406131,5788600
2020-03-03,38.9386100769043,39.9389033603028,38.90028525750896,39.77793736444463,8183400
2020-03-04,39.76260757446289,39.77027136888271,38.934777425297995,39.34869249988044,5277000
2020-03-05,38.88878631591797,39.41001202291726,38.58218192686092,39.14556581045546,5655200
2020-03-06,37.93832015991211,38.39822680545417,37.80418181812772,38.32540759534412,7264000
2020-03-09,32.752891540527344,36.347813562325754,32.63408371788258,35.48932528864186,12732200
2020-03-10,33.7915153503418,34.49287109775542,32.79888857449158,34.49287109775542,10156400
2020-03-11,32.83720779418945,33.737854245355265,32.73373048512635,33.438916548065855,9217400
2020-03-12,27.211042404174805,31.189219100202614,26.839285441517706,30.66032946949274,15594200
2020-03-13,32.36964416503906,32.36964416503906,29.065992440754155,29.065992440754155,13321400
2020-03-16,29.694528579711914,31.020587398092903,28.035037645901156,28.360803041989534,9225200
2020-03-17,28.90502166748047,30.323063500984556,28.46044846045512,30.150597412641282,10184200
2020-03-18,27.670940399169922,28.836033026629195,26.885271374953064,27.582793607787654,9352000
2020-03-19,27.6671142578125,28.663574327363442,26.984922431519855,27.440992819616255,9728000
2020-03-20,28.088693618774414,29.805670366384238,27.211041370180528,28.533266858710313,15701400
2020-03-23,25.911808013916016,28.07336074374691,25.877313626994997,28.023538767079348,13403200
2020-03-24,28.78238296508789,28.83987166616532,27.165050159292022,27.594295813473796,15343000
2020-03-25,31.288864135742188,32.38113772357313,28.86669836813244,29.184799969289237,9320200
2020-03-26,31.87420654296875,33.03710128026986,30.933744322004266,31.128860668869347,7691000
2020-03-27,30.30937385559082,31.109352101575546,30.00108965758049,30.90252924174009,10680200
2020-03-30,30.828386306762695,30.828386306762695,29.43525555097705,30.317182372620366,11889400
2020-03-31,31.999086380004883,32.13176408957863,30.695710388235835,30.824484936575153,6050400
2020-04-01,30.469375610351562,31.0078957649313,30.285965730803742,30.55912748082829,9895800
2020-04-02,30.83228874206543,31.37080883610716,30.457665679613864,30.535711034493147,4222800
2020-04-03,29.899629592895508,31.070327655584993,29.782558595730908,31.023498661271326,5681400
2020-04-06,31.913232803344727,31.948355297891926,30.953260626154314,31.14057365018051,4336800
2020-04-07,32.44395065307617,33.67708757428935,32.194201930822295,33.478068037817174,5468200
2020-04-08,33.181488037109375,33.36489789370207,32.0342028761181,32.68979397136463,4486400
2020-04-09,33.6263427734375,34.22339818122233,33.16977134127716,33.79804607192043,3805200
2020-04-13,32.877105712890625,33.86049082897637,32.80296054550997,33.86049082897637,2355000
2020-04-14,32.71710968017578,33.548307275765275,32.46346079501817,33.548307275765275,4462200
2020-04-15,31.523006439208984,32.194207359919666,31.374719040751554,32.174694528199424,3914200
2020-04-16,30.457664489746094,31.893720994995427,30.438151663168842,31.784453334297886,4812200
2020-04-17,31.569833755493164,31.764950153268472,31.124968606744652,31.764950153268472,5452600
2020-04-20,31.542518615722656,32.02250330277303,30.477181738865387,30.84009836974643,7542400
2020-04-21,30.3601131439209,31.257646800918252,30.3601131439209,30.82839131476821,5701000
2020-04-22,30.812782287597656,31.17960208132479,30.648885222109385,30.988388838255144,2400400
2020-04-23,30.438154220581055,31.062526019401467,30.438154220581055,30.8244838059075,5613000
2020-04-24,30.828386306762695,30.879115490904308,30.321082556388514,30.504492419635174,4309600
2020-04-27,31.98737907409668,31.98737907409668,30.738632484620513,31.046916715162578,3254800
2020-04-28,32.26444625854492,32.73272440203876,32.1083525516337,32.60785003195775,3400800
2020-04-29,33.32978439331055,33.48197494492238,32.86150325376341,32.91613560679125,4171600
2020-04-30,32.186397552490234,33.0722245581024,32.186397552490234,33.0722245581024,4563000
2020-05-01,31.608854293823242,31.823483507701894,31.32398306242428,31.7025093247704,4494000
2020-05-04,31.905433654785156,31.905433654785156,31.070335724700186,31.382520169483033,4133800
2020-05-05,32.01860427856445,32.678095724097936,31.85470423040403,32.38932426906126,3241000
2020-05-06,32.178592681884766,32.525899596323185,31.7727502586359,32.389318727258576,2913800
2020-05-07,31.9366455078125,32.72491729740914,31.862503312907094,32.393220069099044,3236600
2020-05-08,32.47907257080078,32.549314583762126,32.12786250599406,32.33858854487809,2640600
2020-05-11,32.59614181518555,32.74443216873083,32.12786369625437,32.29176074015632,2165200
2020-05-12,32.13566970825195,32.888819113147754,32.13176654671904,32.740531724536325,2322800
2020-05-13,31.34349822998047,32.16298651069093,31.20691734606872,32.14347665712638,5235000
2020-05-14,31.124963760375977,31.565925678881023,30.313278957477944,30.91814088729627,4079000
2020-05-15,30.933752059936523,31.132771617149675,30.644980627968362,30.949361728859113,2488600
2020-05-19,31.948360443115234,32.47907728988097,31.718121542695982,32.408835266713744,3089400
2020-05-20,32.307376861572266,32.498590117655205,32.096650772786056,32.260547849428576,2399000
2020-05-21,32.233219146728516,32.420532145288114,31.807866949665613,32.201999817428735,2322800
2020-05-22,32.11615753173828,32.34639343244569,31.745434621168453,32.34639343244569,2350400
2020-05-25,32.23713302612305,32.44395594133478,32.16298783869239,32.264449204033276,1151400
2020-05-26,34.309268951416016,34.363901308246284,32.69370530860059,32.73272799530219,7807600
2020-05-27,35.82337188720703,35.82337188720703,34.53560246866588,34.730718866793936,6274800
2020-05-28,35.09754180908203,35.86239780136263,34.92583841054794,35.604842703561495,5565000
2020-05-29,34.45364761352539,35.003874207068016,34.28194426197819,34.70729947997301,6724200
2020-06-01,35.40581130981445,35.57361147629657,34.37949748660843,34.46534915000472,3415200
2020-06-02,36.0809211730957,36.455544271041624,35.710201236435395,35.78434343742362,4174600
2020-06-03,37.24381637573242,37.58722014018191,36.666270568407626,36.681880236415296,4669600
2020-06-04,37.31795883178711,37.64965906904326,36.748219343199494,37.247716813893305,4078200
2020-06-05,38.20378875732422,38.933522131387285,37.93843035478135,38.63304420863892,3049400
2020-06-08,38.582313537597656,38.94523011863916,38.184274460460706,38.6330427239137,5591800
2020-06-09,38.52377700805664,38.89449692438441,37.622340321103295,38.04769258347432,4756000
2020-06-10,37.6652717590332,38.47305360485107,37.64966506567308,38.437934078930404,7854000
2020-06-11,36.10432815551758,36.85357720349572,35.73360828078176,36.24871532656966,4272200
2020-06-12,36.6896858215332,37.267231664114476,36.45554674160456,37.07211526796728,5290600
2020-06-15,36.64286422729492,37.087729426179656,35.85459222419019,35.90142123674027,4258800
